caso_id,resumen,empresa,mineral,comunidades,demanda_principal,tipo_normalizado,confianza,texto_ilegible,modelo,prompt_version,hash_entrada,fuente,fecha_generacion
3124,Los regidores del distrito de Agua Blanca declararon la vacancia del alcalde por ausencia injustificada y presunto manejo irregular de recursos económicos. El JNE ratificó al alcalde en su cargo y desestimó el acuerdo del consejo. El alcalde despacha desde Juanjui.,,,Distrito de Agua Blanca,Los regidores buscan la vacancia del alcalde por ausencia injustificada y manejo irregular de recursos.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,05c07ab4a72cfbeec3b75185d87b5aa6c268cfebf96462b344904e1960296bab,gemini,2026-08-28T04:48:26+00:00
3125,Organizaciones de Moyobamba se oponen a la concesión de la Minera White Rocks International en los distritos de Moyobamba y Jepelacio. Temen posibles impactos ambientales en estas localidades. No se registra diálogo ni nuevos acontecimientos en los meses cubiertos.,Minera White Rocks International,,Moyobamba; Jepelacio; Calzada,Se oponen a la concesión de la Minera White Rocks International por temor a impactos ambientales.,socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,bb0de56a9a813b70a60c02409eea533c34ba8a1e5af885c497cc0f92e36067fc,gemini,2026-08-28T04:48:26+00:00
3303,"La Federación Agropecuaria e Industrial “Fronteras Vivas del Sur” (FEAGROSUR) demanda el cierre de pozos informales de agua utilizados por agricultores en el distrito La Yarada, provincia de Tacna. No se registran nuevos acontecimientos ni diálogo entre las partes. La Oficina de Asesoría Legal de la Municipalidad provincial de Tacna analiza el sustento normativo y los requerimientos para una posible ejecución.",,agua,Distrito La Yarada,La Federación Agropecuaria e Industrial “Fronteras Vivas del Sur” (FEAGROSUR) demanda el cierre de pozos informales de agua utilizados por agricultores.,socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,5ed9535715188ef63c18efcf9ac21260c1a6b05394344a2843e55761da134f7b,gemini,2026-08-28T04:48:26+00:00
3937,,,,,,otros,baja,1,gemini-2.5-flash,v1-2026-08-28,3b0a75c1c9a202df5bfa799bf64ec261bf484f0357bb5958d43b68b49679ac46,gemini,2026-08-28T04:48:26+00:00
3369,"En la provincia de Tarata, Tacna, se registra un conflicto latente relacionado con la oposición a las actividades de exploración de la empresa minera Rio Tinto. La población expresa temor a la contaminación ambiental. Este caso es uno de los 65 conflictos socioambientales registrados en el mes de junio, con un incremento de 10 casos respecto al mes anterior.",Rio Tinto,minera,Provincia de Tarata,La población se opone a las actividades de exploración de la empresa minera Rio Tinto y teme la contaminación ambiental.,socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,459a21661f9bf3dd6fe72712de9d2b96ca0ce7c4c32fd11886db39ca617e136f,gemini,2026-08-28T04:48:27+00:00
3370,"El 60% de los conflictos socioambientales tienen como causa primordial algún tipo de afectación ambiental actual o futura. En 10 conflictos socioambientales las causas están referidas a posibles incumplimientos de compromisos establecidos fundamentalmente por empresas mineras con poblaciones rurales. La ""Demanda de compensación"" y la ""Demanda de apoyo al desarrollo local"" son otras motivaciones relevantes.",Empresa Minera Yanacocha; Compañía Minera Antamina; Compañía de Minas Buenaventura SA,minería; hidrocarburos,Tintaya; Oyon; Kañaris,"Los conflictos socioambientales se originan por el temor a la afectación ambiental, el incumplimiento de compromisos por parte de empresas mineras y la demanda de compensaciones y apoyo al desarrollo local.",socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,1fb7fe8756ba021f97e96e19bb301ac3c788a8b5ecd9cdbba068af58c51d811f,gemini,2026-08-28T04:48:27+00:00
2785,"En Pasco, se registra una protesta por reubicación. Este caso se enmarca en el tema socioambiental. No se proporcionan detalles adicionales sobre los actores o las causas específicas de la protesta.",,,PASCO,Protestan por reubicación.,socioambiental,media,0,gemini-2.5-flash,v1-2026-08-28,6ab585988b31e10fe8995690944589154e4ab4a6af1ad2311e8c869d68c241a4,gemini,2026-08-28T04:48:27+00:00
3493,"El conflicto socioambiental en el caserío San Antonio de Juprog, distrito de San Marcos, provincia de Huari, involucra a los pobladores y a la Compañía Minera Antamina por presunto incumplimiento de acuerdos y posible contaminación ambiental. Se han llevado a cabo reuniones de diálogo para establecer compromisos y proyectos de desarrollo. Los pobladores solicitan la declaración de emergencia del caserío por problemas de salud.",Compañía Minera Antamina,,Caserío San Antonio de Juprog; Yacucancha; Buenos Aires,Los pobladores piden que se declare en emergencia el caserío por el tema de salud y el cumplimiento de acuerdos por parte de la empresa minera.,socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,427dadf9f350721dd5362cdeed2f6894be4bbabe3cd7f12895b2892f82a6c0ac,gemini,2026-08-28T04:48:29+00:00
3794,"El conflicto socioambiental se centra en la supuesta contaminación de las aguas de la laguna Paccococha, que abastece a varios valles en la provincia de Andahuaylas. Representantes de diversas comunidades campesinas y autoridades locales están involucrados en el diálogo con la Empresa Minera Apurímac Ferrum. Se firmó un convenio de responsabilidad social y se instaló una comisión de gestión compartida, aunque el cumplimiento de los acuerdos está pendiente.",Empresa Minera Apurímac Ferrum,,Comunidades Campesinas de Huancabamba; Huinchus; Quishuara; Turpo; Chiara; Huancarama; Kaquiabamba; Poltoccasa; Distritos de Pacucha; Talavera; San Jerónimo; Andarapa; Pampachiri; Huancaray; San Antonio de Cachi,Se oponen a la supuesta contaminación de las aguas de la laguna Paccococha.,socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,ad03def600a10f5d5a0fc079b5d36862a63f88afb231f499d646b9e74b6bdfa8,gemini,2026-08-28T04:48:28+00:00
349,Los pobladores de las comunidades campesinas de Huancasancos rechazan la concesión de la empresa Electropampas S.A. por temor a la escasez de recursos hídricos y la reducción de tierras comunales. Se ha instalado una mesa de diálogo para abordar el conflicto. El alcalde del distrito de Sacsamarca y la Municipalidad Provincial de Huancasancos también son actores en este caso.,Electropampas S.A.,recurso hídrico,comunidades campesinas de Huancasancos,Rechazo a la concesión de la empresa Electropampas por temor a la escasez del recurso hídrico y la reducción de tierras comunales.,socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,0efae31c12e08519f6ea2d81de23bb3acf989701eb298c07f84c866cd7446f33,gemini,2026-08-28T04:48:28+00:00
688,Los pobladores del distrito de Pulán se oponen al proyecto minero La Zanja por temor a la contaminación. Se ha aprobado la licencia social a la empresa minera Anglo América en asamblea comunal y se ratificó una comisión para negociar con la empresa Michiquillay. Proinversión programó un evento para informar sobre los alcances del DL 996 y su reglamento.,Minera la Zanja; Anglo América; Michiquillay,,Pulán; Michiquillay; La Encañada,Los pobladores se oponen al proyecto minero La Zanja por temor a la contaminación.,socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,a37781e6a3c627371db15d490e931ea3b946652cb5f7d9d0ca23d27937f9228a,gemini,2026-08-28T04:48:28+00:00
689,"La comunidad solicita la remediación e indemnización de pasivos mineros, producto de exploraciones mineras anteriores. Además solicita que el monto de la venta del proyecto sea destinado a proyectos de desarrollo para las comunidades de Michiquillay, La Encañada y la provincia de Cajamarca.",Empresa Minera Anglo-Americana Michiquillay,,Comunidad Campesina de Michiquillay; La Encañada; Cajamarca,La comunidad solicita la remediación e indemnización de pasivos mineros y que el monto de la venta del proyecto sea destinado a proyectos de desarrollo para las comunidades.,socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,e6cb7f3534102de363a83bbabc09e37b8ecbe6e639e923895903923958718ff9,gemini,2026-08-28T04:48:28+00:00
774,"Pobladores del distrito de Chalamarca cuestionan al alcalde distrital, Eduardo Cubas Estela, por presuntas irregularidades en la gestión municipal. El informe fue remitido al Ministerio Público, que formalizó una denuncia penal, y el juzgado abrió instrucción con mandato de detención. El alcalde se encuentra actualmente con orden de captura.",,,Chalamarca,Los pobladores cuestionan al alcalde por presuntas irregularidades en la gestión municipal.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,7eaa1c1b1d2ab0dd6c12586a89c567d3f7eff13989041bb47b31d01f8095b3bc,gemini,2026-08-28T04:48:29+00:00
775,"Regidores del distrito de Lajas denunciaron irregularidades y actos de corrupción en el municipio de Lajas, responsabilizando al alcalde Idelso Chávez Fernández. La OD Cajamarca ha solicitado información a la Oficina Regional de Control de Cajamarca para que informe de los resultados de la acción de control.",,,Lajas,Denuncia de irregularidades y actos de corrupción en el municipio de Lajas.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,d17c56e1d42131f26b88a6d2e053d8483f9ac88799e14d119ee8c1b41dab6359,gemini,2026-08-28T04:48:29+00:00
870,"Los pobladores de la Comunidad Haquira, en el distrito de Santiago, provincia de Cusco, demandan el cierre del botadero de Haquira debido a la posible contaminación, mala ubicación e inadecuada gestión de los residuos sólidos. La Municipalidad Provincial del Cusco propuso instalar una planta de tratamiento en Surihuaylla Grande, pero la propuesta no fue aceptada por los pobladores. La Dirección Regional de Energía y Minas del Cusco y el Instituto Nacional de Cultura (INC) informaron que realizarán las investigaciones pertinentes.",,,Comunidad Haquira; distrito Santiago; Provincia de Cusco; Surihuaylla Grande,"Los pobladores demandan el cierre del botadero de Haquira por posible contaminación, mala ubicación e inadecuada gestión de los residuos sólidos.",socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,c0b09e253665a4828711bbe3122ba497f3eaeddfd5d94e7166a9f8fb3cd85ac0,gemini,2026-08-28T04:48:30+00:00
871,"La comunidad campesina Lutto Kututo y el Anexo Kututo, en el distrito de Llusco, provincia de Chumbivilca, se oponen a la actividad minera informal de la empresa Nazareno Rey y a toda actividad minera en la zona, argumentando que es agrícola y arqueológica. La empresa Minera Xstrata Tintaya denunció a varios comuneros por usurpación, ya que estarían desarrollando actividades mineras artesanales en terrenos concesionados a la empresa.",Nazareno Rey; Minera Xstrata Tintaya,,Anexo Lutto Kututo; comunidad campesina Lutto Kututo; Llusco,La comunidad se opone a la actividad minera informal de la empresa Nazareno Rey y a toda actividad minera en la zona por ser agrícola y arqueológica.,socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,88c55be2fb284e4e21b00607182f1045a1f1925d3b6664bfad5bd0818c79799a,gemini,2026-08-28T04:48:29+00:00
872,"Mineros informales de tres comunidades de Espinar demandan un acuerdo de explotación minera con la empresa Xstrata Tintaya. La Fiscalía Mixta de la Provincia de Espinar investiga a los mineros informales por delitos de hurto agravado de minerales, comercio clandestino de materiales y peligro por explosión. Se realizaron estudios técnicos y medioambientales del proyecto hidroeléctrico Salcca Pucará.",Xstrata Tintaya,minerales,Huano huano; Tintaya Marquiri; Huini; Yauri; Espinar; Canchis,Los mineros informales demandan un acuerdo de explotación minera con la empresa Xstrata Tintaya.,socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,1e04560cbac390137f642851f12beecd4eb4396644ae63e0776c14241182ec35,gemini,2026-08-28T04:48:30+00:00
934,"En la región Cusco, diversas organizaciones y autoridades regionales exigen la derogatoria de la Ley de Promoción del Desarrollo Sostenible de Servicios Turísticos en los Bienes Inmuebles Integrantes del Patrimonio Cultural (Ley 29164) y de la Ley que establece el procedimiento especial y transitorio para las licencias de edificación, ampliación o remodelación (Ley 29167). No se registra diálogo ni acciones durante el mes de junio.",,,Cusco,Exigen la derogatoria de la Ley 29164 y la Ley 29167.,gobierno_nacional,alta,0,gemini-2.5-flash,v1-2026-08-28,64282476445323d87a49daa345da2e0480c9421a8abca9b8d343442fedc8a39f,gemini,2026-08-28T04:48:29+00:00
1049,"En el distrito de Ticrapo, provincia de Castrovirreyna, los regidores y la población organizada solicitaron la vacancia o revocatoria del alcalde Jaime Acevedo Vergara. Lo cuestionaron por ausentarse de las sesiones de concejo y del distrito, además de quejarse de corrupción y desgobierno. Posteriormente, el JNE ratificó la decisión de vacancia y el teniente alcalde asumió las funciones.",,,Ticrapo,"Los regidores y la población organizada piden la vacancia o revocatoria del alcalde por ausentismo, corrupción y desgobierno.",gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,bbd71d8af5452c3f2fb11711235a7a6cf2ac1acf2cec09adee937f3d7ecd5ffd,gemini,2026-08-28T04:48:30+00:00
1050,"Los comuneros de Unión Paraíso, pertenecientes a los distritos de Acoria y Mariscal Cáceres (Huancavelica), mantienen controversias por la imprecisión de sus linderos, lo que ha generado enfrentamientos. Representantes de ambas partes se reunieron para negociar la inversión de obras, la conformación de un fondo de desarrollo comunal y la implementación de un proyecto de riego tecnificado, entre otros puntos. Las partes continúan en la fase final de negociación para firmar un convenio de servidumbre.",empresa minera,,Unión Paraíso; Acoria; Mariscal Cáceres,Los comuneros de Unión Paraíso buscan resolver controversias por la imprecisión de sus linderos y negocian inversiones y proyectos para la comunidad.,comunal,alta,0,gemini-2.5-flash,v1-2026-08-28,c0910e10a1c06c2ee917edc42f398e42c57fa1ef48b5b95e6a6097f4332bb504,gemini,2026-08-28T04:48:31+00:00
1127,"Pobladores del distrito de Codo del Pozuzo denunciaron públicamente la existencia de alimentos en estado de descomposición que no fueron repartidos por la municipalidad. Además, denunciaron al alcalde ante la fiscalía por presuntas irregularidades. No se registraron acciones en los meses de octubre, ni nuevos acontecimientos en los meses siguientes.",,,Codo del Pozuzo,Los pobladores denunciaron la existencia de alimentos en estado de descomposición no repartidos por la municipalidad y al alcalde por presuntas irregularidades.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,e529b54d43488ffab51e422d220fea7fa20001559f35c606ecccc5e1991caee6,gemini,2026-08-28T04:48:30+00:00
1229,"El conflicto se centra en la reanudación de las erradicaciones de cultivos de hoja de coca en la provincia de Leoncio Prado, Huánuco. Agricultores cocaleros y sus organizaciones han realizado bloqueos de carreteras en respuesta a estas acciones. Los actores involucrados incluyen al CORAH y la Policía Nacional.",,,Provincia de Leoncio Prado,Se oponen a la reanudación de las erradicaciones de cultivos de hoja de coca.,socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,f24357372b5509094278324ed468cc5d503ad8aef0dbda605f03ec7f27f187e4,gemini,2026-08-28T04:48:30+00:00
1230,"Pobladores del Centro Poblado Ciudad Satélite, en el distrito de Perené, provincia Chanchamayo, solicitan al consejo provincial la convocatoria a nuevas elecciones para elegir a su alcalde. Las asociaciones de vivienda y los pobladores son los actores principales en este conflicto con la alcaldesa provincial de Chanchamayo.",,,Centro Poblado Ciudad Satélite; Perené,Piden al consejo provincial que convoque a nuevas elecciones para elegir a su alcalde.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,f9df01c431f5103fbaa0b452fd577777637b19acb40ac8ebe264fbc5c7a7183f,gemini,2026-08-28T04:48:31+00:00
1488,"El conflicto laboral se originó en el distrito de Angasmarca, provincia de Santiago de Chuco, debido al incumplimiento del cambio de jornada de trabajo por parte de la empresa Josa Contratistas de Servicios Generales SRL, que impuso una jornada de 6 días de trabajo por 1 día de descanso. Los trabajadores, representados por el Secretario de Defensa de los derechos de los trabajadores, buscan revertir esta medida. Se realizaron reuniones de trabajo entre los representantes de la mina, trabajadores y el Gerente de Trabajo en Trujillo.",Josa Contratistas de Servicios Generales SRL; Compañía Minera Aurífera Santa Rosa S.A.(COMARSA),,Angasmarca; Pampamarca,Los trabajadores solicitan el cumplimiento de la jornada de trabajo anterior de 20 días de trabajo por 10 días de descanso.,laboral,alta,0,gemini-2.5-flash,v1-2026-08-28,52252dc5a794e41365a963c5c67b37dce0e298233c5dbb234129c0f50065c6e9,gemini,2026-08-28T04:48:31+00:00
1656,Pobladores del distrito de Tayabamba cuestionan la gestión municipal del Alcalde Provincial de Pataz. Exigen la expedición de una orden de detención por parte del Poder Judicial contra el alcalde por presunto autor intelectual de tres homicidios y la intervención inmediata de la Contraloría para la revisión de cuentas municipales. No se registran acciones ni diálogo en los meses cubiertos.,,,Tayabamba,"Pobladores cuestionan la gestión municipal del Alcalde Provincial de Pataz y exigen una orden de detención contra él, así como la intervención de la Contraloría para revisar las cuentas municipales.",gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,1befbd506c3fe0e1d337e9b47a41a636a52bf7e94dab2002b699ef15498fcfc0,gemini,2026-08-28T04:48:31+00:00
1657,Pobladores del distrito de Reque se oponen a la instalación de una planta de investigación metalúrgica de la empresa minera La Granja - Río Tinto por temor al posible impacto ambiental. El Frente de Defensa para el Desarrollo de la Ciudad de Reque realizó una asamblea informativa en contra de la instalación de la planta. La empresa Río Tinto Minera Perú Limitada S.A.C comunicó el inicio de actividades de cierre en el terreno de Reque.,Río Tinto Minera Perú Limitada S.A.C.,minerales,Reque,Los pobladores se oponen a la instalación de una planta de investigación metalúrgica por temor al posible impacto ambiental.,socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,5d85f9e5da0924d8db8a855cd3ab0d556d72cd9497f92ccb620b2d644f224589,gemini,2026-08-28T04:48:31+00:00
1658,"La Comunidad Campesina San Juan Bautista del distrito de Kañaris se opone al proyecto minero Cañariaco de la empresa Minera Oro Candente. Las Rondas Campesinas de Jaén, Pucará, Cutervo y Kañaris también participan en el conflicto. Durante los meses de junio y agosto no se registraron acciones ni diálogo.",Minera Oro Candente,,Comunidad Campesina San Juan Bautista del distrito de Kañaris; Rondas Campesinas de Jaén; Pucará; Cutervo; Kañaris,Oposición al proyecto minero Cañariaco.,socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,48d9deac25c11d84f8b2d1aedc0d0ee4a9f280d099e4a4dde4b9e65b3f767d35,gemini,2026-08-28T04:48:32+00:00
1768,"La Municipalidad de Lima y EMAPE demolieron el muro perimétrico de la Universidad Nacional Mayor de San Marcos, lo que generó el rechazo de las autoridades universitarias y la población estudiantil. Los estudiantes tomaron el campus y realizaron una marcha hacia el Congreso. El Poder Judicial denegó una medida cautelar de la UNMSM para suspender la construcción de un anillo vial y la reubicación del cerco perimétrico.",EMAPE,,población estudiantil,La Universidad Nacional Mayor de San Marcos y la población estudiantil rechazan la demolición del muro perimétrico y la construcción de un anillo vial.,gobierno_local,alta,0,gemini-2.5-flash,v1-2026-08-28,21287bb5c36219272ad26b071484c4b0034bee36af553ab2b4c6de29492f0192,gemini,2026-08-28T04:48:32+00:00
1878,"Los trabajadores de las empresas contratistas que prestan servicios a la compañía minera Casapalca S.A. reclaman el incremento en el pago de la bonificación extraordinaria. Se realizaron mesas de diálogo para tratar temas como comedores, jornada laboral y seguridad en el trabajo. Posteriormente, se suscribió un acuerdo para respetar los resultados de las actuaciones inspectivas del Ministerio de Trabajo, suspender la huelga y reiniciar la mesa de diálogo permanente.",compañía minera Casapalca S.A.,,,Incremento en el pago de la bonificación extraordinaria y cumplimiento de convenios colectivos.,laboral,alta,0,gemini-2.5-flash,v1-2026-08-28,14112b0e822dda524803be0f5103c5ed43f4cc464e523db70192ab299bf715bc,gemini,2026-08-28T04:48:33+00:00
1879,"Los pobladores de la comunidad Nativa Matsés y sus 14 anexos rechazan la exploración de hidrocarburos en los lotes petroleros 135, 137, 142 y 152 situados en su territorio, pues afirman no haber sido consultados. La comunidad nativa Matsés informó que no participaría en talleres informativos o audiencias públicas, ni aceptaría el ingreso de empresas para el desarrollo de actividades de hidrocarburos. El Apu y 12 representantes de la comunidad Matsés y anexos se reunieron con el Gobierno Regional de Loreto y con la Defensoría del Pueblo, informando que solicitarán al Ejecutivo la anulación de la concesión de los lotes petroleros 135 y 137 de la empresa Pacific Stratus Energy.",Pacific Stratus Energy Ltd.; Occidental Oil & and Gas of Perú; Talisman Petrolera del Peru LLC.,hidrocarburos,Comunidad nativa Matsés; 14 anexos; comunidades nativas del pueblo Achuar,Los pobladores rechazan la exploración de hidrocarburos en los lotes petroleros situados en su territorio y solicitan la anulación de la concesión de los lotes petroleros 135 y 137.,socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,ac992528520d75b5a4e2128a938244937e2790fd21e81cd8395e60e16e920040,gemini,2026-08-28T04:48:33+00:00
1880,"Los trabajadores administrativos, técnicos y enfermeros de la región Loreto reclaman el pago de las AETAS y el nombramiento del personal contratado. Iniciaron una huelga indefinida, restringiendo la atención de salud. Los representantes de los trabajadores informaron que el Ejecutivo no muestra voluntad política de atender sus reclamos.",,,Provincia de Maynas; distrito de Iquitos,Los trabajadores reclaman el pago de las AETAS y el nombramiento del personal contratado.,laboral,alta,0,gemini-2.5-flash,v1-2026-08-28,cbdaa056957d359b15990d3132e1b3bdeeeb5c98157b0c45741bc377ab695e8d,gemini,2026-08-28T04:48:32+00:00
2084,"Se registra una protesta laboral en la base petrolera de Andoas, en el distrito de Andoas, provincia de Datem del Marañón, debido a la demanda de nivelación de ingresos entre trabajadores nombrados y contratados mediante services. La Dirección Regional de Trabajo de Loreto inició inspecciones y notificaciones de infracción a empresas especializadas que prestan servicios a Pluspetrol, pero el diálogo se mantuvo ausente en varias ocasiones. En marzo de 2010, no se registraron nuevos acontecimientos y la Sub Dirección Regional de Registros e Inspección Laboral del Gobierno Regional de Loreto aún esperaba respuesta de Pluspetrol para facilitar el transporte y realizar la inspección laboral programada.",Pluspetrol,petróleo,Comunidades del Corriente; Pastaza; Tigre,Los trabajadores demandan la nivelación de ingresos entre los nombrados y los contratados mediante services.,laboral,alta,0,gemini-2.5-flash,v1-2026-08-28,3f00588fd50d4c6f3087eefcbd2eb3b1a6887cd63026189a8ab3e8665845a82c,gemini,2026-08-28T04:48:35+00:00
2221,El conflicto socioambiental se centra en la oposición de agricultores de 28 comunidades andinas al uso de aguas subterráneas y la desviación del río Asana para el proyecto minero Quellaveco. Este caso involucra a la Minera Anglo American Quellaveco S.A. y al Gobierno Regional de Moquegua. Se han registrado reuniones de diálogo con la participación de diversas autoridades y representantes de la sociedad civil.,Minera Anglo American Quellaveco S.A.,agua,28 comunidades andinas; Distrito de Torata; provincia de Mariscal Nieto,Se oponen al uso de las aguas subterráneas y la desviación del cauce del río Asana para el proyecto minero Quellaveco.,socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,43d39a1afcf9758db10cf53d43336b9577421ba6c41f0bc4abfb0a2d7b88c0f9,gemini,2026-08-28T04:48:33+00:00
2284,"Armadores y pescadores rechazan la modificación legal al nuevo sistema de pesca que establece los límites máximos de captura por embarcación. Se han registrado protestas en Piura, Moquegua y Ancash. Hay diálogo entre las partes involucradas.",,,Piura; Moquegua; Ancash,Se oponen a la modificación legal al nuevo sistema de pesca que establece los límites máximos de captura por embarcación.,gobierno_nacional,alta,0,gemini-2.5-flash,v1-2026-08-28,d8aaedaf99909bc88add17f55bc95e6dd44e6f065af9d29e20b296abd5464627,gemini,2026-08-28T04:48:33+00:00
2285,"Los trabajadores del INPE, representados por el Sindicato Nacional de Trabajadores Penitenciarios del Perú (SINTRAP), reclaman el pago de la bonificación por riesgo de seguridad y vigilancia. Este conflicto laboral involucra al INPE, el Ministerio de Justicia y el Ministerio de Economía a nivel nacional.",INPE,,Nivel Nacional,Los trabajadores del INPE reclaman el pago de la bonificación por riesgo de seguridad y vigilancia.,laboral,alta,0,gemini-2.5-flash,v1-2026-08-28,26415598b425982b28889ef512ad66d7316fa32f9aec79c7deab5f0e19ff81a3,gemini,2026-08-28T04:48:34+00:00
2454,"La comunidad campesina de Ticlayán reclama a la empresa Atacocha por el pago de servidumbre debido al uso de tierras comunales. El conflicto se desarrolla en el distrito de Ticlayán, provincia de Pasco. Involucra también a la Municipalidad Distrital de Ticlayán, el Gobierno Regional de Pasco, la Municipalidad Provincial de Pasco y el Ministerio de Energía y Minas.",Compañía minera Atacocha,,Comunidad Campesina de Ticlacayan; Municipalidad Distrital de Ticlayán; Gobierno Regional de Pasco; Municipalidad Provincial de Pasco,La comunidad campesina de Ticlayán reclama el pago de servidumbre por el uso de tierras comunales a la empresa Atacocha.,socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,4385198f5e51d2f3bcf86cf74feff0c9949dabddde3ae8ce556423bd78843aa6,gemini,2026-08-28T04:48:34+00:00
2786,"Pobladores de Ignacio Escudero, El Arenal, La Huaca y la comunidad campesina de San Lucas de Colán reclaman por irregularidades en la venta de tierras por parte del Gobierno Regional a las empresas Maple y Caña Brava. El proyecto de obtención de Etanol perjudicaría el uso agrícola de las tierras y el uso del agua. Se formó una comisión investigadora en el Congreso de la República y se realizó una audiencia pública en Piura.",Empresa Maple; Empresa Caña Brava,Etanol,Ignacio Escudero; El Arenal; La Huaca; Comunidad San Lucas de Colán,"Los pobladores reclaman por irregularidades en la venta de tierras por parte del Gobierno Regional a las empresas Maple y Caña Brava, que perjudicaría el uso agrícola de las tierras y el uso del agua.",socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,2e4bc22b3bbcd7887e9a835cc9657efc129b132c19e2fde0565c21c460c92db1,gemini,2026-08-28T04:48:35+00:00
2882,"La población y autoridades de Sechura se oponen a la explotación de yacimientos de Uranio por parte de la empresa minera Misky Mayo en la Bahía de Bayovar. Temen el impacto ambiental y en la salud, así como en las actividades pesqueras y ganaderas. No hay diálogo entre las partes.",Misky Mayo (Vale Do Río Doce),Uranio,Población de Sechura; Comunidad Campesina de San Martín; Bernal; Cristo Nos Valga; Rinconada-Llicuar; Vice,"Se oponen a la explotación de yacimientos de Uranio por temor al impacto ambiental, a la salud y a las actividades pesquera y ganadera.",socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,7b07e5ca1053a9824a2ac166d8dfdb156d5524e369e2c65b863b669615f4aebe,gemini,2026-08-28T04:48:35+00:00
2883,"La población del distrito de El Carmen de la Frontera rechaza la actividad minera de la empresa Majaz por presunta presencia ilegal y posible contaminación ambiental. La Quinta Fiscalía Provincial Penal de Piura investiga el caso, mientras que la justicia británica ordenó el congelamiento de activos de la matriz de Majaz, Monterrico Metals, por denuncias de torturas a comuneros peruanos. El diálogo entre las partes se encuentra suspendido.",Majaz; Río Blanco Copper S.A.; Monterrico Metals,,El Carmen de la Frontera,La población rechaza la actividad minera por presunta presencia ilegal de la empresa Majaz y posible contaminación ambiental.,socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,3032e5e3da4bc3183be652da4414c77ba16ba6de834764e9eaf62ca0b31e5f13,gemini,2026-08-28T04:48:35+00:00
2884,El conflicto se centra en la controversia entre los distritos de San Gabán y Ayapata por la pertenencia del Centro Poblado de Loromayo. El alcalde de Ayapata considera que esta localidad está dentro de su circunscripción territorial. Las partes se reunieron y acordaron encargar a la Alcaldesa de la Provincia de Carabaya que vigile el entendimiento entre autoridades para mantener la calma en el centro poblado de Loromayo.,minera Cartagena,,Centro Poblado de Loromayo; Distrito de San Gabán; Distrito de Ayapata; Pobladores de Loromayo; comuneros de la localidad de Untuca,La población involucrada está a la espera de los estudios técnicos de demarcación territorial de la municipalidad provincial y el gobierno regional.,demarcacion,alta,0,gemini-2.5-flash,v1-2026-08-28,2c4b935492537713a6384db46acfd9b7c7cc2b4e840004ba16d02d02df6c1d61,gemini,2026-08-28T04:48:35+00:00
3126,Pobladores de localidades ubicadas en la provincia de El Collao y Puno exigen la suspensión de actividades de la minera Aruntani por presunta contaminación. El alcalde provincial de Puno informó que la empresa Aruntani SAC tributará el canon minero a la región de Puno.,Aruntani SAC,,Ilave; Pilcuyo; Conduriri; Mazocruz; Capazo; Acora; Larequeri; Mañazo; San Antonio de Esquilachi,Los pobladores exigen la suspensión de las actividades de la minera Aruntani por presunta contaminación.,socioambiental,alta,0,gemini-2.5-flash,v1-2026-08-28,01a2e3cd4739252fa43a1c316232978feb87e5abd8737f14ac2fc5de53258edf,gemini,2026-08-28T04:48:36+00:00
3938,,,,,,otros,baja,1,gemini-2.5-flash,v1-2026-08-28,1203687026ccc6670c864de85e739ca94ec9ee7437acc32743cf27a39aad4830,gemini,2026-08-28T04:48:34+00:00
2787,,,,,,otros,baja,1,gemini-2.5-flash,v1-2026-08-28,5c9c19e71ed51ab0ca035f7e345990264f370038dbbc8047af0324016bf6f458,gemini,2026-08-28T04:48:36+00:00
